Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2013-10-29,536.27,539.25,514.54,516.678,22707400.0,0.0,1.0,69.00299479590996,69.38643769685876,66.20694974972963,66.48205073034323,158951800.0
2013-10-30,519.61,527.52,517.02,524.896,12648700.0,0.0,1.0,66.85931736980024,67.87711379480191,66.52605659347226,67.5394781665839,88540900.0
2013-10-31,525.0,527.49,521.27,522.702,9846300.0,0.0,1.0,67.5528600664828,67.87325363136955,67.07291307972474,67.25717154756322,68924100.0
2013-11-01,524.02,524.8,515.84,520.03,9817500.0,0.0,1.0,67.42676139435869,67.52712564360033,66.3742234984657,66.91335965785342,68722500.0
2013-11-04,521.1,526.82,518.81,526.75,8736700.0,0.0,1.0,67.05103882027464,67.78704331471327,66.75637967827035,67.7780362667044,61156900.0
2013-11-05,524.58,528.885,523.0,525.449,9471900.0,0.0,1.0,67.49881777842961,68.05275123097476,67.2955158376581,67.61063384585394,66303300.0
2013-11-06,524.15,524.86,518.2,520.92,7977700.0,3.05,1.0,67.83837213087354,67.93026423086957,67.06829044780821,67.42032778863806,55843900.0
2013-11-07,519.58,523.19,512.38,512.492,9379300.0,0.0,1.0,67.24689762808218,67.71412365763948,66.31503407882664,66.32952973403728,65655100.0
2013-11-08,514.58,521.13,512.59,520.56,9975600.0,0.0,1.0,66.5997701633214,67.44750714215802,66.3422134323466,67.37373461117528,69829200.0
2013-11-11,519.99,521.67,514.41,519.048,8123300.0,0.0,1.0,67.29996208019257,67.51739690835218,66.57776782951952,67.17804326583163,56863100.0
2013-11-12,517.67,523.92,517.0,520.01,7295600.0,0.0,1.0,66.99969493654355,67.80860426749454,66.91297985626561,67.30255059005161,51069200.0
2013-11-13,518.0,522.25,516.96,520.634,7043600.0,0.0,1.0,67.04240534921777,67.59246369426444,66.90780283654753,67.38331209765376,49305200.0
2013-11-14,522.81,529.28,521.87,528.16,10086400.0,0.0,1.0,67.66494197031764,68.50232490971811,67.54328200694262,68.35736835761169,70604800.0
2013-11-15,526.58,529.09,524.49,524.991,11354300.0,0.0,1.0,68.15287607874728,68.47773406605721,67.88237679847728,67.9472189704463,79480100.0
2013-11-18,524.99,527.19,518.2,518.629,8748000.0,0.0,1.0,67.94708954495336,68.23182562944811,67.06829044780821,67.12381398428468,61236000.0
2013-11-19,519.03,523.38,517.97,519.55,7462100.0,0.0,1.0,67.17571360695848,67.73871450130038,67.0385225844292,67.24301486329361,52234700.0
2013-11-20,519.23,520.42,514.33,515.0,6925600.0,0.0,1.0,67.20159870554893,67.35561504216199,66.56741379008335,66.65412887036129,48479200.0
2013-11-21,517.6,521.21,513.67,521.136,9358100.0,0.0,1.0,66.99063515203692,67.4578611815942,66.48199296473491,67.44828369511573,65506700.0
2013-11-22,519.52,522.16,518.53,519.8,7990200.0,0.0,1.0,67.23913209850505,67.58081539989874,67.1110008604824,67.27537123653165,55931400.0
2013-11-25,521.02,525.87,521.0,523.74,8189700.0,0.0,1.0,67.43327033793328,68.06098397875125,67.43068182807424,67.78530767876316,57327900.0
2013-11-26,524.12,536.14,524.0,533.4,14335100.0,0.0,1.0,67.83448936608498,69.3901837913699,67.81895830693071,69.035557940681,100345700.0
2013-11-27,536.3098,546.0,533.4,545.96,12980300.0,0.0,1.0,69.41216024007319,70.66631915187818,69.035557940681,70.66114213216011,90862100.0
2013-11-29,549.48,558.33,547.81,556.07,11361700.0,0.0,1.0,71.1167198673517,72.2621354799783,70.90057929412158,71.96963386590643,79531900.0
2013-12-02,558.0,564.3299,550.82,551.23,16876600.0,0.0,1.0,72.21942506730409,73.03867549514194,71.2901500279076,71.34321448001798,118136200.0
2013-12-03,558.3,566.38,557.68,566.322,16106000.0,0.0,1.0,72.25825271518973,73.30401069824316,72.17800890955938,73.29650401965195,112742000.0
2013-12-04,565.5,569.19,560.82,565.0,13493200.0,0.0,1.0,73.19011626444527,73.66769633343874,72.58440495742917,73.12540351796919,94452400.0
2013-12-05,572.65,575.1358,566.41,567.901,15985000.0,0.0,1.0,74.1155085390532,74.43723442943367,73.30789346303173,73.5008668730234,111895000.0
2013-12-06,565.79,566.75,559.57,560.02,12298300.0,0.0,1.0,73.22764965740139,73.35189813063546,72.42262309123898,72.48086456306744,86088100.0
2013-12-09,560.9001,569.58,560.9001,566.43,11446200.0,0.0,1.0,72.59477193941463,73.71817227569008,72.59477193941463,73.31048197289077,80123400.0
2013-12-10,563.58,567.88,561.2,565.55,9938200.0,0.0,1.0,72.94161931797713,73.4981489376714,72.63358664475099,73.19658753909287,69567400.0
2013-12-11,567.0,570.97,559.69,561.36,12847100.0,0.0,1.0,73.3842545038735,73.89807371089357,72.43815415039323,72.65429472362334,89929700.0
2013-12-12,562.1415,565.34,560.03,560.54,9367500.0,0.0,1.0,72.75544074636544,73.16940818557292,72.48215881799696,72.54816581940256,65572500.0
2013-12-13,562.85,562.88,553.67,554.43,11886500.0,0.0,1.0,72.84713870812205,72.85102147291062,71.65901268282123,71.75737605746487,83205500.0
2013-12-16,555.02,562.6389,555.01,557.5,10092600.0,0.0,1.0,71.83373709830666,72.81981698655986,71.83244284337714,72.15471232082801,70648200.0
2013-12-17,555.81,559.44,553.375,554.99,8210800.0,0.0,1.0,71.93598323773885,72.4057977771552,71.62083216240035,71.82985433351809,57475600.0
2013-12-18,549.7,551.45,538.8,550.77,20209400.0,0.0,1.0,71.14519347580118,71.37168808846745,69.73445560262265,71.28367875325998,141465800.0
2013-12-19,549.5,550.0,543.7301,544.46,11439600.0,0.0,1.0,71.11930837721074,71.18402112368682,70.37253622542609,70.46700389273187,80077200.0
2013-12-20,545.43,551.61,544.8175,549.02,15586200.0,0.0,1.0,70.59254662089545,71.3923961673398,70.51327350646226,71.0571841405937,109103400.0
2013-12-23,568.0,570.72,562.76,570.09,17903800.0,0.0,1.0,73.51367999682566,73.86571733765554,72.83549041375635,73.78417927709567,125326600.0
2013-12-24,569.89,571.88,566.03,567.67,5984100.0,0.0,1.0,73.75829417850524,74.01585090948004,73.25871177570991,73.47096958415145,41888700.0
2013-12-26,568.1,569.5,563.376,563.9,7286000.0,0.0,1.0,73.52662254612088,73.7078182362539,72.91521651741488,72.9830354757218,51002000.0
2013-12-27,563.82,564.41,559.5,560.09,8067300.0,0.0,1.0,72.97268143628565,73.04904247712741,72.41356330673231,72.4899243475741,56471100.0
2013-12-30,557.46,560.09,552.321,554.52,9058200.0,0.0,1.0,72.14953530110992,72.4899243475741,71.48441769282879,71.76902435183057,63407400.0
2013-12-31,554.17,561.28,554.0,561.02,7967300.0,0.0,1.0,71.72372542929732,72.64394068418716,71.70172309549545,72.6102900560196,55771100.0
2014-01-02,555.68,557.03,552.021,553.13,8381600.0,0.0,1.0,71.91915792365506,72.09388233914049,71.44559004494313,71.58912291662708,58671200.0
2014-01-03,552.86,553.7,540.43,540.98,14016700.0,0.0,1.0,71.55417803353,71.66289544760981,69.94541915613466,70.01660317725836,98116900.0
2014-01-06,537.45,546.8,533.6,543.93,14736100.0,0.0,1.0,69.55973118713725,70.76985954623991,69.06144303927144,70.39840838146722,103152700.0
2014-01-07,544.32,545.96,537.925,540.0375,11328900.0,0.0,1.0,70.44888432371857,70.66114213216011,69.62120829628951,69.89461965015096,79302300.0
2014-01-08,538.81,545.56,538.69,543.46,9233200.0,0.0,1.0,69.73574985755216,70.60937193497924,69.72021879839792,70.33757839977972,64632400.0
2014-01-09,546.8,546.86,535.3501,536.519,9969600.0,0.0,1.0,70.76985954623991,70.77762507581704,69.287950594487,69.43923605319878,69787200.0
2014-01-10,539.83,540.8,531.11,532.94,10892000.0,0.0,1.0,69.86776386036338,69.99330658852696,68.73917356182056,68.97602221392302,76244000.0
2014-01-13,529.91,542.5,529.88,535.73,13517600.0,0.0,1.0,68.58386297027796,70.21332992654564,68.5799802054894,69.33711933925953,94623200.0
2014-01-14,538.22,546.73,537.66,546.39,11877200.0,0.0,1.0,69.6593888167104,70.76079976173327,69.58691054065719,70.71679509412952,83140400.0
2014-01-15,553.52,560.2,551.66,557.36,13987100.0,0.0,1.0,71.63959885887841,72.50416115179884,71.39886744198739,72.1365927518147,97909700.0
2014-01-16,554.9,556.85,551.68,554.25,8188500.0,0.0,1.0,71.81820603915239,72.07058575040911,71.40145595184644,71.7340794687335,57319500.0
2014-01-17,551.48,552.07,539.9,540.67,15240700.0,0.0,1.0,71.37557085325602,71.4519318940978,69.87682364487003,69.97648127444319,106684900.0
2014-01-21,540.99,550.07,540.42,549.07,11733100.0,0.0,1.0,70.01789743218788,71.19308090819348,69.94412490120514,71.06365541524131,82131700.0
2014-01-22,550.9147,557.29,547.81,551.51,13570900.0,0.0,1.0,71.30240662209016,72.12753296730804,70.90057929412158,71.37945361804458,94996300.0
2014-01-23,549.94,556.5,544.8064,556.18,14401400.0,0.0,1.0,71.1762555941097,72.02528682787585,70.5118368834905,71.98387067013115,100809800.0
2014-01-24,554.0,555.62,544.75,546.07,15334100.0,0.0,1.0,71.70172309549545,71.91139239407795,70.50453728568799,70.67537893638485,107338700.0
2014-01-27,550.07,554.8,545.75,550.5,19817100.0,0.0,1.0,71.19308090819348,71.80526348985717,70.63396277864015,71.2487338701629,138719700.0
2014-01-28,508.76,515.0,502.07,506.5,38054400.0,0.0,1.0,65.84651379433983,66.65412887036129,64.9806572464899,65.55401218026796,266380800.0
2014-01-29,503.95,507.37,498.62,500.75,17957500.0,0.0,1.0,65.22397717323994,65.66661235913634,64.53413929580495,64.80981559579304,125702500.0
2014-01-30,502.54,506.5,496.7,499.782,24232200.0,0.0,1.0,65.04148722817742,65.55401218026796,64.28564234933681,64.68453171861536,169625400.0
2014-01-31,495.18,501.53,493.55,500.6,16599900.0,0.0,1.0,64.08891560004953,64.91076748029573,63.87795204653751,64.79040177185023,116199300.0
2014-02-03,502.61,507.73,499.3,501.53,14338000.0,0.0,1.0,65.05054701268406,65.7132055365991,64.62214863101242,64.91076748029573,100366000.0
2014-02-04,505.85,509.46,502.76,508.79,13452900.0,0.0,1.0,65.46988560984906,65.93711163940634,65.06996083662688,65.8503965591284,94170300.0
2014-02-05,506.56,515.28,506.2519,512.59,11726600.0,0.0,1.0,65.56177770984509,66.69036800838789,65.52190171546653,66.3422134323466,82086200.0
2014-02-06,510.06,513.5,507.81,512.51,9205900.0,3.05,1.0,66.40762763868058,66.85550090668251,66.11468727443514,66.72660714641451,64441300.0
2014-02-07,521.38,522.9299,517.38,519.68,13224300.0,0.0,1.0,67.88144316012877,68.08323350259278,67.36066029035909,67.66011044047664,92570100.0
2014-02-10,518.66,531.99,518.0,528.99,12341400.0,0.0,1.0,67.52731080868539,69.26281972219284,67.44138163517339,68.87223256986559,86389800.0
2014-02-11,530.61,537.75,529.5,535.96,10080600.0,0.0,1.0,69.0831496321223,70.01274705466118,68.93863238576121,69.77969672043925,70564200.0
2014-02-12,536.95,539.56,533.24,535.92,11003600.0,0.0,1.0,69.90859048070725,70.24840130323196,69.42556436899586,69.77448889174154,77025200.0
2014-02-13,534.66,544.85,534.2,544.43,10978500.0,0.0,1.0,69.6104422877641,70.93713664850236,69.55055225774059,70.88245444717654,76849500.0
2014-02-14,542.47,545.9799,541.21,543.99,9747300.0,0.0,1.0,70.6272708409894,71.08424478964055,70.46322423701196,70.82516833150189,68231100.0
2014-02-18,546.0,551.19,545.61,545.99,9294700.0,0.0,1.0,71.08686172356114,71.7625774970873,71.0360853937586,71.08555976638672,65062900.0
2014-02-19,544.75,546.89,534.35,537.37,11206000.0,0.0,1.0,70.92411707675812,71.20273591208489,69.57008161535695,69.96327268203306,78442000.0
2014-02-20,532.99,537.0,529.0,531.15,10923500.0,0.0,1.0,69.39301543963526,69.91510026657936,68.87353452704001,69.15345531954121,76464500.0
2014-02-21,532.7927,534.57,524.6,525.25,9956600.0,0.0,1.0,69.36732782458387,69.5987246731943,68.30067337029337,68.38530058663093,69696200.0
2014-02-24,523.15,529.9199,522.42,527.55,10318200.0,0.0,1.0,68.11188958000184,68.99330156751529,68.01684670626888,68.6847507367485,72227400.0
2014-02-25,529.38,529.565,521.0,522.06,8284000.0,0.0,1.0,68.92300889966812,68.94709510739499,67.83196878750066,67.9699762479896,57988000.0
2014-02-26,523.61,525.0,515.6,517.35,9864900.0,0.0,1.0,68.17177961002537,68.35275165727033,67.12891191331158,67.35675441883582,69054300.0
2014-02-27,517.14,528.78,516.05,527.67,10781500.0,0.0,1.0,67.32941331817291,68.84489146920266,67.18749998616066,68.70037422284159,75470500.0
2014-02-28,529.08,532.75,522.12,526.24,13284600.0,0.0,1.0,68.8839501844354,69.36176846744908,67.97778799103617,68.51419434689893,92992200.0
2014-03-03,523.42,530.65,522.81,527.76,8527900.0,0.0,1.0,68.1470424237113,69.08835746081999,68.06762303607142,68.7120918374114,59695300.0
2014-03-04,531.0,532.64,527.77,531.24,9255000.0,0.0,1.0,69.13392596192485,69.34744693853041,68.71339379458583,69.16517293411103,64785000.0
2014-03-05,530.92,534.75,529.13,532.36,7145100.0,0.0,1.0,69.12351030452945,69.62215990233392,68.89045997030752,69.31099213764654,50015700.0
2014-03-06,532.79,534.4399,528.1,530.75,6624600.0,0.0,1.0,69.36697629614677,69.58178621035502,68.75635838134183,69.10137703256424,46372200.0
2014-03-07,531.09,531.98,526.05,530.44,7883200.0,0.0,1.0,69.14564357649466,69.26151776501843,68.48945716058486,69.0610163601571,55182400.0
2014-03-10,528.36,533.33,528.3391,530.92,6378000.0,0.0,1.0,68.79020926787686,69.43728198356568,68.78748817738231,69.12351030452945,44646000.0
2014-03-11,535.45,538.74,532.59,536.09,9972300.0,0.0,1.0,69.71329690454363,70.14164081492918,69.3409371526583,69.79662216370677,69806100.0
2014-03-12,534.51,537.35,532.0,536.61,7118800.0,0.0,1.0,69.59091293014774,69.96066876768421,69.26412167936726,69.86432393677683,49831600.0
2014-03-13,537.44,539.66,529.16,530.65,9205100.0,0.0,1.0,69.97238638225403,70.2614208749762,68.89436584183079,69.08835746081999,64435700.0
2014-03-14,528.79,530.89,523.0,524.69,8471400.0,0.0,1.0,68.8461934263771,69.11960443300617,68.0923602223855,68.31239098486319,59299800.0
2014-03-17,527.7,529.97,525.85,526.74,7126600.0,0.0,1.0,68.70428009436486,68.99982437295915,68.46341801709639,68.57929220562013,49886200.0
2014-03-18,525.9,531.97,525.2001,531.4,7487400.0,0.0,1.0,68.4699278029685,69.26021580784399,68.37880382033056,69.18600424890181,52411800.0
2014-03-19,532.26,536.24,529.0,531.26,8027000.0,0.0,1.0,69.2979725659023,69.81615152132312,68.87353452704001,69.16777684845988,56189000.0
2014-03-20,529.89,532.67,527.35,528.7,7442800.0,0.0,1.0,68.98940871556375,69.35135281005368,68.65871159326002,68.83447581180728,52099600.0
2014-03-21,531.93,533.75,526.33,532.87,13358800.0,0.0,1.0,69.25500797914628,69.4919641848915,68.52591196146875,69.37739195354217,93511600.0
2014-03-24,538.42,540.5,535.06,539.19,12703600.0,0.0,1.0,70.0999781853476,70.37078527762783,69.66252057474107,70.20022888777827,88925200.0
2014-03-25,541.5,545.75,539.59,544.99,10081900.0,0.0,1.0,70.50098099507025,71.05431279420054,70.25230717475523,70.9553640489443,70573300.0
2014-03-26,546.52,549.0,538.86,539.78,10706000.0,0.0,1.0,71.1545634966312,71.4774488758884,70.15726430102227,70.27704436106929,74942000.0
2014-03-27,540.015,541.5,535.1201,537.46,7929700.0,0.0,1.0,70.30764035466825,70.50098099507025,69.67034533735935,69.97499029660288,55507900.0
2014-03-28,538.32,538.9399,534.25,536.86,7163000.0,0.0,1.0,70.08695861360337,70.16766693884591,69.55706204361272,69.89687286613743,50141000.0
2014-03-31,539.23,540.81,535.93,536.74,6023900.0,0.0,1.0,70.20543671647596,70.41114595003498,69.77579084891597,69.88124938004434,42167300.0
2014-04-01,537.76,541.87,536.77,541.65,7170000.0,0.0,1.0,70.0140490118356,70.54915341052394,69.88515525156761,70.52051035268661,50190000.0
2014-04-02,542.38,543.48,540.26,542.55,6443600.0,0.0,1.0,70.61555322641958,70.75876851560625,70.33953830544165,70.63768649838478,45105200.0
2014-04-03,541.39,542.5,537.64,538.79,5798000.0,0.0,1.0,70.48665946615158,70.63117671251267,69.9984255257425,70.14815060080129,40586000.0
2014-04-04,539.81,540.0,530.58,531.82,9830400.0,0.0,1.0,70.28095023259256,70.30568741890663,69.07924376059904,69.24068645022764,68812800.0
2014-04-07,528.02,530.9,521.89,523.47,10351800.0,0.0,1.0,68.74594272394643,69.12090639018061,67.9478429760244,68.15355220958342,72462600.0
2014-04-08,525.19,526.12,518.7001,523.44,8710300.0,0.0,1.0,68.3774888435844,68.49857086080584,67.53253165695483,68.14964633806017,60972100.0
2014-04-09,522.64,530.49,522.02,530.32,7363200.0,0.0,1.0,68.04548976410622,69.06752614602921,67.96476841929191,69.045392874064,51542400.0
2014-04-10,530.68,532.24,523.17,523.48,8559000.0,0.0,1.0,69.09226333234326,69.29536865155345,68.1144934943507,68.15485416675786,59913000.0
2014-04-11,519.0,522.83,517.14,519.61,9704200.0,0.0,1.0,67.5715773526158,68.07022695042028,67.32941331817291,67.65099674025569,67929400.0
2014-04-14,521.9,522.16,517.21,521.68,7345500.0,0.0,1.0,67.94914493319882,67.98299581973386,67.33852701839389,67.9205018753615,51418500.0
2014-04-15,520.27,521.64,511.33,517.9599,9517500.0,0.0,1.0,67.73692591376768,67.9152940466638,66.57297619983245,67.43616078690394,66622500.0
2014-04-16,518.05,521.09,514.1354,519.01,7670200.0,0.0,1.0,67.44789142104551,67.84368640207047,66.93822726554542,67.57287930979024,53691400.0
2014-04-17,520.0,527.76,519.2,524.94,10154800.0,0.0,1.0,67.70177307005822,68.7120918374114,67.5976164961043,68.34493991422379,71083600.0
2014-04-21,525.34,532.14,523.96,531.17,6519600.0,0.0,1.0,68.39701820120075,69.28234907980921,68.21734811113022,69.15605923389005,45637200.0
2014-04-22,528.31,531.826,526.501,531.699,7234400.0,0.0,1.0,68.78369948200474,69.24146762453229,68.5481754291514,69.22493276841709,50640800.0
2014-04-23,529.06,531.13,524.45,524.75,14105000.0,0.0,1.0,68.88134627008654,69.15085140519236,68.281144012677,68.32020272790972,98735000.0
2014-04-24,568.21,570.0,560.73,567.77,27139700.0,0.0,1.0,73.97850860795728,74.21155894217921,73.00464464148799,73.92122249228261,189977900.0
2014-04-25,564.53,571.99,563.96,571.94,13938400.0,0.0,1.0,73.49938836776917,74.47064841988963,73.425176808827,74.46413863401752,97568800.0
2014-04-28,572.8,595.75,572.55,594.09,23910200.0,0.0,1.0,74.57610695101798,77.56409866632151,74.54355802165738,77.34797377536711,167371400.0
2014-04-29,593.74,595.98,589.51,592.33,12049200.0,0.0,1.0,77.30240527426226,77.59404368133328,76.75167738948082,77.11882931266845,84344400.0
2014-04-30,592.64,599.43,589.8,590.09,16308600.0,0.0,1.0,77.1591899850756,78.04321890650962,76.78943414753911,76.82719090559743,114160200.0
2014-05-01,592.0,594.8,586.36,591.48,8716000.0,0.0,1.0,77.07586472591245,77.44041273475122,76.3415608795372,77.0081629528424,61012000.0
2014-05-02,592.34,594.2,589.71,592.58,6839800.0,0.0,1.0,77.12013126984287,77.36229530428578,76.77771653296931,77.15137824202905,47878600.0
2014-05-05,590.14,601.0,590.0,600.96,10252400.0,0.0,1.0,76.83370069146955,78.24762618289422,76.8154732910276,78.24241835419653,71766800.0
2014-05-06,601.8,604.4099,594.41,594.41,13377300.0,0.0,1.0,78.35178275684815,78.69158055980112,77.38963640494867,77.38963640494867,93641100.0
2014-05-07,595.25,597.29,587.73,592.33,10102300.0,0.0,1.0,77.49900080760031,77.76460007118284,76.51992901243332,77.11882931266845,70716100.0
2014-05-08,588.25,594.41,586.4,587.99,8224900.0,3.29,1.0,77.01616410288004,77.8226572110377,76.773954322021,76.98212380935391,57574300.0
2014-05-09,584.54,586.25,580.33,585.5425,10414200.0,0.0,1.0,76.53043529910326,76.75431569114053,75.97924439239162,76.6616868154877,72899400.0
2014-05-12,587.49,593.66,587.4,592.83,7614600.0,0.0,1.0,76.91666170641902,77.72446405663537,76.90487852789074,77.6157969657635,53302200.0
2014-05-13,592.0,594.54,590.7,593.76,5704900.0,0.0,1.0,77.50712987489159,77.83967735780075,77.33692840726093,77.73755647722236,39934300.0
2014-05-14,592.43,597.4,591.74,593.87,5943000.0,0.0,1.0,77.56342728341558,78.21412058658824,77.47308958136546,77.75195813986802,41601000.0
2014-05-15,594.7,596.6,588.04,588.82,8244500.0,0.0,1.0,77.86062523073993,78.10938122189245,76.98867001964739,77.0907909002258,57711500.0
2014-05-16,588.63,597.53,585.4,597.51,9866300.0,0.0,1.0,77.06591530111054,78.23114073335131,76.64303011615125,78.22852224923392,69064100.0
2014-05-19,597.85,607.33,597.33,604.59,11348400.0,0.0,1.0,78.27303647922963,79.51419795087486,78.20495589217737,79.15546562679174,79438800.0
2014-05-20,604.51,606.4,600.73,604.71,8387000.0,0.0,1.0,79.14499169032216,79.39243843941598,78.65009819213451,79.17117653149612,58709000.0
2014-05-21,603.83,606.7,602.06,606.31,7030700.0,0.0,1.0,79.05596323033073,79.43171570117691,78.82422738594127,79.3806552608877,49214900.0
2014-05-22,606.6,609.85,604.1,607.27,7170000.0,0.0,1.0,79.41862328058994,79.84412694966662,79.09131276591556,79.50634249852267,50190000.0
2014-05-23,607.25,614.7293,606.47,614.13,8293200.0,0.0,1.0,79.50372401440528,80.48294542736689,79.40160313382687,80.40448255078914,58052400.0
2014-05-27,615.88,625.86,615.63,625.63,12459500.0,0.0,1.0,80.63359991106121,81.94022348564131,80.60086885959377,81.91011091829127,87216500.0
