date,uClose,uOpen,uHigh,uLow,uVolume,close,open,high,low,volume,change,changePercent,label,changeOverTime
2014-06-27,91.98,90.82,92,90.77,64028803,91.98,90.82,92,90.77,64028803,1.08,1.1881,"Jun 27, 14",0.029139
2014-06-30,92.93,92.1,93.73,92.09,49589028,92.93,92.1,93.73,92.09,49589028,0.95,1.0328,"Jun 30, 14",0.039768
2014-07-01,93.52,93.52,94.07,93.13,38223477,93.52,93.52,94.07,93.13,38223477,0.59,0.6349,"Jul 1, 14",0.046369
2014-07-02,93.48,93.87,94.06,93.09,28465073,93.48,93.87,94.06,93.09,28465073,-0.04,-0.0428,"Jul 2, 14",0.045922
2014-07-03,94.03,93.67,94.1,93.2,22891753,94.03,93.67,94.1,93.2,22891753,0.55,0.5884,"Jul 3, 14",0.052076
2014-07-07,95.97,94.14,95.99,94.1,56467939,95.97,94.14,95.99,94.1,56467939,1.94,2.061,"Jul 7, 14",0.073759
2014-07-08,95.35,96.27,96.8,93.92,65221678,95.35,96.27,96.8,93.92,65221678,-0.618,-0.644,"Jul 8, 14",0.066845
2014-07-09,95.39,95.44,95.95,94.76,36436440,95.39,95.44,95.95,94.76,36436440,0.04,0.042,"Jul 9, 14",0.067292
2014-07-10,95.04,93.76,95.55,93.52,39685552,95.04,93.76,95.55,93.52,39685552,-0.355,-0.3722,"Jul 10, 14",0.06332
2014-07-11,95.22,95.36,95.89,94.86,34018228,95.22,95.36,95.89,94.86,34018228,0.185,0.1947,"Jul 11, 14",0.06539
2014-07-14,96.45,95.86,96.89,95.65,42810155,96.45,95.86,96.89,95.65,42810155,1.23,1.2917,"Jul 14, 14",0.079152
2014-07-15,95.32,96.8,96.85,95.03,45696176,95.32,96.8,96.85,95.03,45696176,-1.13,-1.1716,"Jul 15, 14",0.066509
2014-07-16,94.78,96.97,97.1,94.74,53502415,94.78,96.97,97.1,94.74,53502415,-0.54,-0.5665,"Jul 16, 14",0.060467
2014-07-17,93.09,95.03,95.28,92.57,57298243,93.09,95.03,95.28,92.57,57298243,-1.69,-1.7832,"Jul 17, 14",0.041557
2014-07-18,94.43,93.62,94.74,93.02,49987593,94.43,93.62,94.74,93.02,49987593,1.34,1.4396,"Jul 18, 14",0.056551
2014-07-21,93.94,94.99,95,93.72,39079002,93.94,94.99,95,93.72,39079002,-0.491,-0.52,"Jul 21, 14",0.051058
2014-07-22,94.72,94.68,94.89,94.12,55196597,94.72,94.68,94.89,94.12,55196597,0.781,0.8314,"Jul 22, 14",0.059796
2014-07-23,97.19,95.42,97.88,95.17,92917719,97.19,95.42,97.88,95.17,92917719,2.47,2.6077,"Jul 23, 14",0.087432
2014-07-24,97.03,97.04,97.32,96.42,45728843,97.03,97.04,97.32,96.42,45728843,-0.16,-0.1646,"Jul 24, 14",0.085642
2014-07-25,97.67,96.85,97.84,96.64,43469117,97.67,96.85,97.84,96.64,43469117,0.641,0.6606,"Jul 25, 14",0.092814
2014-07-28,99.02,97.82,99.24,97.55,55317689,99.02,97.82,99.24,97.55,55317689,1.35,1.3812,"Jul 28, 14",0.107907
2014-07-29,98.38,99.33,99.44,98.25,43143095,98.38,99.33,99.44,98.25,43143095,-0.64,-0.6463,"Jul 29, 14",0.100747
2014-07-30,98.15,98.44,98.7,97.67,33010001,98.15,98.44,98.7,97.67,33010001,-0.23,-0.2338,"Jul 30, 14",0.098173
2014-07-31,95.6,97.16,97.45,95.33,56842647,95.6,97.16,97.45,95.33,56842647,-2.55,-2.5981,"Jul 31, 14",0.069642
2014-08-01,96.13,94.9,96.62,94.81,48511286,96.13,94.9,96.62,94.81,48511286,0.53,0.5544,"Aug 1, 14",0.075572
2014-08-04,95.59,96.37,96.58,95.17,39958144,95.59,96.37,96.58,95.17,39958144,-0.54,-0.5617,"Aug 4, 14",0.06953
2014-08-05,95.12,95.36,95.68,94.36,55932663,95.12,95.36,95.68,94.36,55932663,-0.47,-0.4917,"Aug 5, 14",0.064271
2014-08-06,94.96,94.75,95.48,94.71,38558342,94.96,94.75,95.48,94.71,38558342,-0.16,-0.1682,"Aug 6, 14",0.062481
2014-08-07,94.48,94.93,95.95,94.1,46711179,94.48,94.93,95.95,94.1,46711179,-0.48,-0.5055,"Aug 7, 14",0.057111
2014-08-08,94.74,94.26,94.82,93.28,41865193,94.74,94.26,94.82,93.28,41865193,0.26,0.2752,"Aug 8, 14",0.06002
2014-08-11,95.99,95.27,96.08,94.84,36584844,95.99,95.27,96.08,94.84,36584844,1.25,1.3194,"Aug 11, 14",0.074006
2014-08-12,95.97,96.04,96.88,95.61,33795352,95.97,96.04,96.88,95.61,33795352,-0.02,-0.0208,"Aug 12, 14",0.073782
2014-08-13,97.24,96.15,97.24,96.04,31916439,97.24,96.15,97.24,96.04,31916439,1.27,1.3233,"Aug 13, 14",0.087991
2014-08-14,97.5,97.33,97.57,96.8,28115566,97.5,97.33,97.57,96.8,28115566,0.26,0.2674,"Aug 14, 14",0.090901
2014-08-15,97.98,97.9,98.19,96.86,48951331,97.98,97.9,98.19,96.86,48951331,0.48,0.4923,"Aug 15, 14",0.096271
2014-08-18,99.16,98.49,99.37,97.98,47572413,99.16,98.49,99.37,97.98,47572413,1.18,1.2043,"Aug 18, 14",0.109474
2014-08-19,100.53,99.41,100.68,99.32,69399270,100.53,99.41,100.68,99.32,69399270,1.37,1.3816,"Aug 19, 14",0.124802
2014-08-20,100.57,100.44,101.09,99.95,52699192,100.57,100.44,101.09,99.95,52699192,0.04,0.0398,"Aug 20, 14",0.12525
2014-08-21,100.58,100.57,100.94,100.11,33478198,100.58,100.57,100.94,100.11,33478198,0.01,0.0099,"Aug 21, 14",0.125362
2014-08-22,101.32,100.29,101.47,100.19,44183834,101.32,100.29,101.47,100.19,44183834,0.74,0.7357,"Aug 22, 14",0.133641
2014-08-25,101.54,101.79,102.17,101.28,40270173,101.54,101.79,102.17,101.28,40270173,0.22,0.2171,"Aug 25, 14",0.136103
2014-08-26,100.89,101.42,101.5,100.86,33151984,100.89,101.42,101.5,100.86,33151984,-0.651,-0.6411,"Aug 26, 14",0.128819
2014-08-27,102.13,101.02,102.57,100.7,52369011,102.13,101.02,102.57,100.7,52369011,1.24,1.2301,"Aug 27, 14",0.142704
2014-08-28,102.25,101.59,102.78,101.56,68459801,102.25,101.59,102.78,101.56,68459801,0.12,0.1175,"Aug 28, 14",0.144047
2014-08-29,102.5,102.86,102.9,102.2,44595247,102.5,102.86,102.9,102.2,44595247,0.25,0.2445,"Aug 29, 14",0.146844
2014-09-02,103.3,103.06,103.74,102.72,53564262,103.3,103.06,103.74,102.72,53564262,0.8,0.7805,"Sep 2, 14",0.155795
2014-09-03,98.94,103.1,103.2,98.58,125420521,98.94,103.1,103.2,98.58,125420521,-4.36,-4.2207,"Sep 3, 14",0.107012
2014-09-04,98.12,98.85,100.09,97.79,85718221,98.12,98.85,100.09,97.79,85718221,-0.82,-0.8288,"Sep 4, 14",0.097838
2014-09-05,98.97,98.8,99.39,98.31,58457035,98.97,98.8,99.39,98.31,58457035,0.85,0.8663,"Sep 5, 14",0.107348
2014-09-08,98.36,99.3,99.31,98.05,46356742,98.36,99.3,99.31,98.05,46356742,-0.61,-0.6163,"Sep 8, 14",0.100523
2014-09-09,97.99,99.08,103.08,96.14,189846255,97.99,99.08,103.08,96.14,189846255,-0.37,-0.3762,"Sep 9, 14",0.096383
2014-09-10,101,98.01,101.11,97.76,100869587,101,98.01,101.11,97.76,100869587,3.01,3.0717,"Sep 10, 14",0.130061
2014-09-11,101.43,100.41,101.44,99.62,62399743,101.43,100.41,101.44,99.62,62399743,0.43,0.4257,"Sep 11, 14",0.134872
2014-09-12,101.66,101.21,102.19,101.08,64096903,101.66,101.21,102.19,101.08,64096903,0.23,0.2268,"Sep 12, 14",0.137446
2014-09-15,101.63,102.81,103.05,101.44,61316516,101.63,102.81,103.05,101.44,61316516,-0.03,-0.0295,"Sep 15, 14",0.13711
2014-09-16,100.86,99.8,101.26,98.89,66908133,100.86,99.8,101.26,98.89,66908133,-0.77,-0.7577,"Sep 16, 14",0.128495
2014-09-17,101.58,101.27,101.8,100.59,60926498,101.58,101.27,101.8,100.59,60926498,0.72,0.7139,"Sep 17, 14",0.136551
2014-09-18,101.79,101.93,102.35,101.56,37299435,101.79,101.93,102.35,101.56,37299435,0.21,0.2067,"Sep 18, 14",0.1389
2014-09-19,100.96,102.29,102.35,100.88,70902406,100.96,102.29,102.35,100.88,70902406,-0.83,-0.8154,"Sep 19, 14",0.129614
2014-09-22,101.06,101.8,102.14,100.58,52788426,101.06,101.8,102.14,100.58,52788426,0.1,0.099,"Sep 22, 14",0.130732
2014-09-23,102.64,100.6,102.94,100.54,63402196,102.64,100.6,102.94,100.54,63402196,1.58,1.5634,"Sep 23, 14",0.148411
2014-09-24,101.75,102.16,102.85,101.2,60171828,101.75,102.16,102.85,101.2,60171828,-0.89,-0.8671,"Sep 24, 14",0.138453
2014-09-25,97.87,100.51,100.71,97.72,100091990,97.87,100.51,100.71,97.72,100091990,-3.88,-3.8133,"Sep 25, 14",0.09504
2014-09-26,100.75,98.53,100.75,98.4,62370501,100.75,98.53,100.75,98.4,62370501,2.88,2.9427,"Sep 26, 14",0.127264
2014-09-29,100.11,98.65,100.44,98.63,49766312,100.11,98.65,100.44,98.63,49766312,-0.64,-0.6352,"Sep 29, 14",0.120103
2014-09-30,100.75,100.81,101.54,100.53,55264139,100.75,100.81,101.54,100.53,55264139,0.64,0.6393,"Sep 30, 14",0.127264
2014-10-01,99.18,100.59,100.69,98.7,51491286,99.18,100.59,100.69,98.7,51491286,-1.57,-1.5583,"Oct 1, 14",0.109698
2014-10-02,99.9,99.27,100.22,98.04,47757828,99.9,99.27,100.22,98.04,47757828,0.72,0.726,"Oct 2, 14",0.117753
2014-10-03,99.62,99.44,100.21,99.04,43469585,99.62,99.44,100.21,99.04,43469585,-0.28,-0.2803,"Oct 3, 14",0.114621
2014-10-06,99.62,99.95,100.65,99.42,37051182,99.62,99.95,100.65,99.42,37051182,0,0,"Oct 6, 14",0.114621
2014-10-07,98.75,99.43,100.12,98.73,42094183,98.75,99.43,100.12,98.73,42094183,-0.87,-0.8733,"Oct 7, 14",0.104886
2014-10-08,100.8,98.76,101.11,98.31,57404674,100.8,98.76,101.11,98.31,57404674,2.05,2.0759,"Oct 8, 14",0.127823
2014-10-09,101.02,101.54,102.38,100.61,77376525,101.02,101.54,102.38,100.61,77376525,0.22,0.2183,"Oct 9, 14",0.130285
2014-10-10,100.73,100.69,102.03,100.3,66331592,100.73,100.69,102.03,100.3,66331592,-0.29,-0.2871,"Oct 10, 14",0.12704
2014-10-13,99.81,101.33,101.78,99.81,53583368,99.81,101.33,101.78,99.81,53583368,-0.92,-0.9133,"Oct 13, 14",0.116746
2014-10-14,98.75,100.39,100.52,98.57,63688562,98.75,100.39,100.52,98.57,63688562,-1.06,-1.062,"Oct 14, 14",0.104886
2014-10-15,97.54,97.97,99.15,95.18,100933600,97.54,97.97,99.15,95.18,100933600,-1.21,-1.2253,"Oct 15, 14",0.091348
2014-10-16,96.26,95.55,97.72,95.41,72154523,96.26,95.55,97.72,95.41,72154523,-1.28,-1.3123,"Oct 16, 14",0.077027
2014-10-17,97.67,97.5,99,96.81,68179688,97.67,97.5,99,96.81,68179688,1.41,1.4648,"Oct 17, 14",0.092803
2014-10-20,99.76,98.32,99.96,98.22,77517279,99.76,98.32,99.96,98.22,77517279,2.09,2.1399,"Oct 20, 14",0.116187
2014-10-21,102.47,103.02,103.02,101.27,94623904,102.47,103.02,103.02,101.27,94623904,2.71,2.7165,"Oct 21, 14",0.146509
2014-10-22,102.99,102.84,104.11,102.6,68263146,102.99,102.84,104.11,102.6,68263146,0.52,0.5075,"Oct 22, 14",0.152327
2014-10-23,104.83,104.08,105.05,103.63,71074674,104.83,104.08,105.05,103.63,71074674,1.84,1.7866,"Oct 23, 14",0.172914
2014-10-24,105.22,105.18,105.49,104.53,47053916,105.22,105.18,105.49,104.53,47053916,0.39,0.372,"Oct 24, 14",0.177277
2014-10-27,105.11,104.85,105.48,104.7,34187701,105.11,104.85,105.48,104.7,34187701,-0.11,-0.1045,"Oct 27, 14",0.176047
2014-10-28,106.74,105.4,106.74,105.35,48060949,106.74,105.4,106.74,105.35,48060949,1.63,1.5508,"Oct 28, 14",0.194284
2014-10-29,107.34,106.65,107.37,106.36,52687879,107.34,106.65,107.37,106.36,52687879,0.6,0.5621,"Oct 29, 14",0.200998
2014-10-30,106.98,106.96,107.35,105.9,40654793,106.98,106.96,107.35,105.9,40654793,-0.36,-0.3354,"Oct 30, 14",0.19697
2014-10-31,108,108.01,108.04,107.21,44639285,108,108.01,108.04,107.21,44639285,1.02,0.9534,"Oct 31, 14",0.208382
2014-11-03,109.4,108.22,110.3,108.01,52282550,109.4,108.22,110.3,108.01,52282550,1.4,1.2963,"Nov 3, 14",0.224046
2014-11-04,108.6,109.36,109.49,107.72,41574365,108.6,109.36,109.49,107.72,41574365,-0.8,-0.7313,"Nov 4, 14",0.215095
2014-11-05,108.86,109.1,109.3,108.13,37435905,108.86,109.1,109.3,108.13,37435905,0.26,0.2394,"Nov 5, 14",0.218004
2014-11-06,108.7,108.6,108.79,107.8,34968457,108.7,108.6,108.79,107.8,34968457,-0.16,-0.147,"Nov 6, 14",0.216214
2014-11-07,109.01,108.75,109.32,108.55,33691535,109.01,108.75,109.32,108.55,33691535,0.31,0.2852,"Nov 7, 14",0.219683
2014-11-10,108.83,109.02,109.33,108.67,27195547,108.83,109.02,109.33,108.67,27195547,-0.18,-0.1651,"Nov 10, 14",0.217669
2014-11-11,109.7,108.7,109.75,108.4,27442252,109.7,108.7,109.75,108.4,27442252,0.87,0.7994,"Nov 11, 14",0.227403
2014-11-12,111.25,109.38,111.43,109.37,46942431,111.25,109.38,111.43,109.37,46942431,1.55,1.4129,"Nov 12, 14",0.244745
2014-11-13,112.82,111.8,113.45,111.6,59522855,112.82,111.8,113.45,111.6,59522855,1.57,1.4112,"Nov 13, 14",0.262312
2014-11-14,114.18,113.15,114.19,113.05,44063595,114.18,113.15,114.19,113.05,44063595,1.36,1.2055,"Nov 14, 14",0.277528
2014-11-17,113.99,114.27,117.28,113.3,46746712,113.99,114.27,117.28,113.3,46746712,-0.19,-0.1664,"Nov 17, 14",0.275403
2014-11-18,115.47,113.94,115.69,113.89,44223978,115.47,113.94,115.69,113.89,44223978,1.48,1.2984,"Nov 18, 14",0.291962
2014-11-19,114.67,115.44,115.74,113.8,41869160,114.67,115.44,115.74,113.8,41869160,-0.8,-0.6928,"Nov 19, 14",0.283011
2014-11-20,116.31,114.91,116.86,114.85,43395537,116.31,114.91,116.86,114.85,43395537,1.64,1.4302,"Nov 20, 14",0.30136
2014-11-21,116.47,117.51,117.57,116.03,57179298,116.47,117.51,117.57,116.03,57179298,0.16,0.1376,"Nov 21, 14",0.303151
2014-11-24,118.63,116.85,118.77,116.62,47450824,118.63,116.85,118.77,116.62,47450824,2.15,1.8503,"Nov 24, 14",0.327262
2014-11-25,117.6,119.07,119.75,117.45,68840440,117.6,119.07,119.75,117.45,68840440,-1.02,-0.8641,"Nov 25, 14",0.315794
2014-11-26,119,117.94,119.1,117.83,40831886,119,117.94,119.1,117.83,40831886,1.4,1.1905,"Nov 26, 14",0.331458
2014-11-28,118.93,119.27,119.4,118.05,24814402,118.93,119.27,119.4,118.05,24814402,-0.07,-0.0588,"Nov 28, 14",0.330675
2014-12-01,115.07,118.81,119.25,111.27,83814037,115.07,118.81,119.25,111.27,83814037,-3.86,-3.2456,"Dec 1, 14",0.287486
2014-12-02,114.63,113.5,115.75,112.75,59348940,114.63,113.5,115.75,112.75,59348940,-0.44,-0.3824,"Dec 2, 14",0.282563
2014-12-03,115.93,115.75,116.35,115.11,43063440,115.93,115.75,116.35,115.11,43063440,1.3,1.1341,"Dec 3, 14",0.297109
2014-12-04,115.49,115.77,117.2,115.29,42155776,115.49,115.77,117.2,115.29,42155776,-0.44,-0.3795,"Dec 4, 14",0.292186
2014-12-05,115,115.99,116.08,114.64,38318895,115,115.99,116.08,114.64,38318895,-0.49,-0.4243,"Dec 5, 14",0.286703
2014-12-08,112.4,114.1,114.65,111.62,57664850,112.4,114.1,114.65,111.62,57664850,-2.6,-2.2609,"Dec 8, 14",0.257613
2014-12-09,114.12,110.19,114.3,109.35,60208036,114.12,110.19,114.3,109.35,60208036,1.72,1.5302,"Dec 9, 14",0.276857
2014-12-10,111.95,114.41,114.85,111.54,44565318,111.95,114.41,114.85,111.54,44565318,-2.17,-1.9015,"Dec 10, 14",0.252578
2014-12-11,111.62,112.26,113.8,111.34,41471578,111.62,112.26,113.8,111.34,41471578,-0.33,-0.2948,"Dec 11, 14",0.248885
2014-12-12,109.73,110.46,111.87,109.58,56028138,109.73,110.46,111.87,109.58,56028138,-1.89,-1.6932,"Dec 12, 14",0.227739
2014-12-15,108.23,110.7,111.6,106.35,67218082,108.23,110.7,111.6,106.35,67218082,-1.5,-1.3715,"Dec 15, 14",0.2109
2014-12-16,106.75,106.37,110.16,106.26,60790733,106.75,106.37,110.16,106.26,60790733,-1.48,-1.3675,"Dec 16, 14",0.19434
2014-12-17,109.41,107.12,109.84,106.82,53411773,109.41,107.12,109.84,106.82,53411773,2.67,2.4966,"Dec 17, 14",0.224158
2014-12-18,112.65,111.87,112.65,110.66,59006218,112.65,111.87,112.65,110.66,59006218,3.24,2.9613,"Dec 18, 14",0.26041
2014-12-19,111.78,112.26,113.24,111.66,88429770,111.78,112.26,113.24,111.66,88429770,-0.87,-0.7723,"Dec 19, 14",0.250676
2014-12-22,112.94,112.16,113.49,111.97,45167549,112.94,112.16,113.49,111.97,45167549,1.16,1.0378,"Dec 22, 14",0.263654
2014-12-23,112.54,113.23,113.33,112.46,26028419,112.54,113.23,113.33,112.46,26028419,-0.4,-0.3542,"Dec 23, 14",0.259179
2014-12-24,112.01,112.58,112.71,112.01,14479611,112.01,112.58,112.71,112.01,14479611,-0.53,-0.4709,"Dec 24, 14",0.253249
2014-12-26,113.99,112.1,114.52,112.01,33720951,113.99,112.1,114.52,112.01,33720951,1.98,1.7677,"Dec 26, 14",0.275403
2014-12-29,113.91,113.79,114.77,113.7,27598920,113.91,113.79,114.77,113.7,27598920,-0.08,-0.0702,"Dec 29, 14",0.274508
2014-12-30,112.52,113.64,113.92,112.11,29881477,112.52,113.64,113.92,112.11,29881477,-1.39,-1.2203,"Dec 30, 14",0.258955
2014-12-31,110.38,112.82,113.13,110.21,41403351,110.38,112.82,113.13,110.21,41403351,-2.14,-1.9019,"Dec 31, 14",0.235011
2015-01-02,109.33,111.39,111.44,107.35,53204626,109.33,111.39,111.44,107.35,53204626,-1.05,-0.9513,"Jan 2, 15",0.223263
2015-01-05,106.25,108.29,108.65,105.41,64285491,106.25,108.29,108.65,105.41,64285491,-3.08,-2.8172,"Jan 5, 15",0.188802
2015-01-06,106.26,106.54,107.43,104.63,65797116,106.26,106.54,107.43,104.63,65797116,0.01,0.0094,"Jan 6, 15",0.188914
2015-01-07,107.75,107.2,108.2,106.7,40105934,107.75,107.2,108.2,106.7,40105934,1.49,1.4022,"Jan 7, 15",0.205585
2015-01-08,111.89,109.23,112.15,108.7,59364547,111.89,109.23,112.15,108.7,59364547,4.14,3.8422,"Jan 8, 15",0.251906
2015-01-09,112.01,112.67,113.25,110.21,53699527,112.01,112.67,113.25,110.21,53699527,0.12,0.1072,"Jan 9, 15",0.253249
2015-01-12,109.25,112.6,112.63,108.8,49650790,109.25,112.6,112.63,108.8,49650790,-2.76,-2.4641,"Jan 12, 15",0.222368
2015-01-13,110.22,111.43,112.8,108.91,67091928,110.22,111.43,112.8,108.91,67091928,0.97,0.8879,"Jan 13, 15",0.233221
2015-01-14,109.8,109.04,110.49,108.5,48956588,109.8,109.04,110.49,108.5,48956588,-0.42,-0.3811,"Jan 14, 15",0.228522
2015-01-15,106.82,110,110.06,106.66,60013996,106.82,110,110.06,106.66,60013996,-2.98,-2.714,"Jan 15, 15",0.195179
2015-01-16,105.99,107.03,107.58,105.2,78513345,105.99,107.03,107.58,105.2,78513345,-0.83,-0.777,"Jan 16, 15",0.185893
2015-01-20,108.72,107.84,108.97,106.5,49899907,108.72,107.84,108.97,106.5,49899907,2.73,2.5757,"Jan 20, 15",0.216438
2015-01-21,109.55,108.95,111.06,108.27,48575897,109.55,108.95,111.06,108.27,48575897,0.83,0.7634,"Jan 21, 15",0.225725
2015-01-22,112.4,110.26,112.47,109.72,53796409,112.4,110.26,112.47,109.72,53796409,2.85,2.6016,"Jan 22, 15",0.257613
2015-01-23,112.98,112.3,113.75,111.53,46464828,112.98,112.3,113.75,111.53,46464828,0.58,0.516,"Jan 23, 15",0.264102
2015-01-26,113.1,113.74,114.36,112.8,55614979,113.1,113.74,114.36,112.8,55614979,0.12,0.1062,"Jan 26, 15",0.265445
2015-01-27,109.14,112.42,112.48,109.03,95568749,109.14,112.42,112.48,109.03,95568749,-3.96,-3.5013,"Jan 27, 15",0.221137
2015-01-28,115.31,117.63,118.12,115.31,146477063,115.31,117.63,118.12,115.31,146477063,6.17,5.6533,"Jan 28, 15",0.290172
2015-01-29,118.9,116.32,119.19,115.56,84436432,118.9,116.32,119.19,115.56,84436432,3.59,3.1133,"Jan 29, 15",0.330339
2015-01-30,117.16,118.4,120,116.85,83745461,117.16,118.4,120,116.85,83745461,-1.74,-1.4634,"Jan 30, 15",0.310871
2015-02-02,118.63,118.05,119.17,116.08,62739100,118.63,118.05,119.17,116.08,62739100,1.47,1.2547,"Feb 2, 15",0.327318
2015-02-03,118.65,118.5,119.09,117.61,51915749,118.65,118.5,119.09,117.61,51915749,0.02,0.0169,"Feb 3, 15",0.327542
2015-02-04,119.56,118.5,120.51,118.31,70149743,119.56,118.5,120.51,118.31,70149743,0.91,0.767,"Feb 4, 15",0.337724
2015-02-05,119.94,120.02,120.23,119.25,42246245,119.94,120.02,120.23,119.25,42246245,0.38,0.3178,"Feb 5, 15",0.341976
2015-02-06,118.93,120.02,120.25,118.45,43706567,118.93,120.02,120.25,118.45,43706567,-1.01,-0.8421,"Feb 6, 15",0.330675
2015-02-09,119.72,118.55,119.84,118.43,38889797,119.72,118.55,119.84,118.43,38889797,0.79,0.6643,"Feb 9, 15",0.339514
2015-02-10,122.02,120.17,122.15,120.16,62008506,122.02,120.17,122.15,120.16,62008506,2.3,1.9211,"Feb 10, 15",0.365248
2015-02-11,124.88,122.77,124.92,122.5,73561797,124.88,122.77,124.92,122.5,73561797,2.86,2.3439,"Feb 11, 15",0.397248
2015-02-12,126.46,126.06,127.48,125.57,74474466,126.46,126.06,127.48,125.57,74474466,1.58,1.2652,"Feb 12, 15",0.414926
2015-02-13,127.08,127.28,127.28,125.65,54272219,127.08,127.28,127.28,125.65,54272219,0.62,0.4903,"Feb 13, 15",0.421863
2015-02-17,127.83,127.49,128.88,126.92,63152405,127.83,127.49,128.88,126.92,63152405,0.75,0.5902,"Feb 17, 15",0.430255
2015-02-18,128.72,127.63,128.78,127.45,44891737,128.72,127.63,128.78,127.45,44891737,0.885,0.6923,"Feb 18, 15",0.440157
2015-02-19,128.45,128.48,129.03,128.33,37362381,128.45,128.48,129.03,128.33,37362381,-0.265,-0.2059,"Feb 19, 15",0.437192
2015-02-20,129.5,128.62,129.5,128.05,48948419,129.5,128.62,129.5,128.05,48948419,1.05,0.8135,"Feb 20, 15",0.448884
2015-02-23,133,130.02,133,129.66,70974110,133,130.02,133,129.66,70974110,3.51,2.7067,"Feb 23, 15",0.4881
2015-02-24,132.17,132.94,133.6,131.17,69228130,132.17,132.94,133.6,131.17,69228130,-0.83,-0.6241,"Feb 24, 15",0.478814
2015-02-25,128.79,131.56,131.6,128.15,74711746,128.79,131.56,131.6,128.15,74711746,-3.38,-2.5573,"Feb 25, 15",0.440996
2015-02-26,130.42,128.79,130.87,126.61,91287529,130.42,128.79,130.87,126.61,91287529,1.63,1.2617,"Feb 26, 15",0.459177
2015-02-27,128.46,130,130.57,128.24,62014847,128.46,130,130.57,128.24,62014847,-1.95,-1.4991,"Feb 27, 15",0.437303
2015-03-02,129.09,129.25,130.28,128.3,48096663,129.09,129.25,130.28,128.3,48096663,0.63,0.4904,"Mar 2, 15",0.444352
2015-03-03,129.36,128.96,129.52,128.09,37816283,129.36,128.96,129.52,128.09,37816283,0.27,0.2092,"Mar 3, 15",0.447373
2015-03-04,128.54,129.1,129.56,128.32,31666340,128.54,129.1,129.56,128.32,31666340,-0.82,-0.6339,"Mar 4, 15",0.438199
2015-03-05,126.41,128.58,128.75,125.76,56517146,126.41,128.58,128.75,125.76,56517146,-2.13,-1.6571,"Mar 5, 15",0.414367
2015-03-06,126.6,128.4,129.37,126.26,72842060,126.6,128.4,129.37,126.26,72842060,0.19,0.1503,"Mar 6, 15",0.416492
2015-03-09,127.14,127.96,129.57,125.06,88528487,127.14,127.96,129.57,125.06,88528487,0.54,0.4265,"Mar 9, 15",0.422534
2015-03-10,124.51,126.41,127.22,123.8,68856582,124.51,126.41,127.22,123.8,68856582,-2.63,-2.0686,"Mar 10, 15",0.393108
2015-03-11,122.24,124.75,124.77,122.11,68938974,122.24,124.75,124.77,122.11,68938974,-2.27,-1.8231,"Mar 11, 15",0.36771
2015-03-12,124.45,122.31,124.9,121.63,48362719,124.45,122.31,124.9,121.63,48362719,2.21,1.8079,"Mar 12, 15",0.392437
2015-03-13,123.59,124.4,125.4,122.58,51827283,123.59,124.4,125.4,122.58,51827283,-0.86,-0.691,"Mar 13, 15",0.382814
2015-03-16,124.95,123.88,124.95,122.87,35874300,124.95,123.88,124.95,122.87,35874300,1.36,1.1004,"Mar 16, 15",0.398031
2015-03-17,127.04,125.9,127.32,125.65,51023104,127.04,125.9,127.32,125.65,51023104,2.09,1.6727,"Mar 17, 15",0.421415
2015-03-18,128.47,127,129.16,126.37,65270945,128.47,127,129.16,126.37,65270945,1.43,1.1256,"Mar 18, 15",0.437415
2015-03-19,127.5,128.75,129.25,127.4,45809490,127.5,128.75,129.25,127.4,45809490,-0.975,-0.7589,"Mar 19, 15",0.426506
2015-03-20,125.9,128.25,128.4,125.16,68695136,125.9,128.25,128.4,125.16,68695136,-1.59,-1.251,"Mar 20, 15",0.40866
2015-03-23,127.21,127.12,127.85,126.52,37709674,127.21,127.12,127.85,126.52,37709674,1.31,1.0405,"Mar 23, 15",0.423318
2015-03-24,126.69,127.23,128.04,126.56,32842304,126.69,127.23,128.04,126.56,32842304,-0.52,-0.4088,"Mar 24, 15",0.417499
2015-03-25,123.38,126.54,126.82,123.38,51655177,123.38,126.54,126.82,123.38,51655177,-3.31,-2.6127,"Mar 25, 15",0.380465
2015-03-26,124.24,122.76,124.88,122.6,47572869,124.24,122.76,124.88,122.6,47572869,0.86,0.697,"Mar 26, 15",0.390087
2015-03-27,123.25,124.57,124.7,122.91,39546151,123.25,124.57,124.7,122.91,39546151,-0.99,-0.7968,"Mar 27, 15",0.37901
2015-03-30,126.37,124.05,126.4,124,47099670,126.37,124.05,126.4,124,47099670,3.12,2.5314,"Mar 30, 15",0.413919
2015-03-31,124.43,126.09,126.49,124.36,42090553,124.43,126.09,126.49,124.36,42090553,-1.94,-1.5352,"Mar 31, 15",0.392213
2015-04-01,124.25,124.82,125.12,123.1,40621437,124.25,124.82,125.12,123.1,40621437,-0.18,-0.1447,"Apr 1, 15",0.390199
2015-04-02,125.32,125.03,125.56,124.19,32220131,125.32,125.03,125.56,124.19,32220131,1.07,0.8612,"Apr 2, 15",0.402171
2015-04-06,127.35,124.47,127.51,124.33,37193975,127.35,124.47,127.51,124.33,37193975,2.03,1.6199,"Apr 6, 15",0.424884
2015-04-07,126.01,127.64,128.12,125.98,35012268,126.01,127.64,128.12,125.98,35012268,-1.34,-1.0522,"Apr 7, 15",0.409891
